"Pathways"	"TopCut_highestMinuslogP_meanUPandDOWN"	"maximum_MinuslogP_meanUPandDOWN"	"sum_MinuslogP_meanUPandDOWN"	"times_significant_meanUPandDOWN"	"FirstTopCut_significant_meanUPandDOWN"	"PEBBA_score_meanUPandDOWN"	"TopCut_highestMinuslogP_minUPandDOWN"	"maximum_MinuslogP_maxUPandDOWN"	"sum_MinuslogP_maxUPandDOWN"	"times_significant_maxUPandDOWN"	"FirstTopCut_significant_minUPandDOWN"	"PEBBA_score_maxUPandDOWN"	"TopCut_highestMinuslogP_up"	"maximum_MinuslogP_up"	"sum_MinuslogP_up"	"times_significant_up"	"FirstTopCut_significant_up"	"PEBBA_score_up"	"TopCut_highestMinuslogP_down"	"maximum_MinuslogP_down"	"sum_MinuslogP_down"	"times_significant_down"	"FirstTopCut_significant_down"	"PEBBA_score_down"	"TopCut_highestMinuslogP_any"	"maximum_MinuslogP_any"	"sum_MinuslogP_any"	"times_significant_any"	"FirstTopCut_significant_any"	"PEBBA_score_any"
"RIP_mediated NFkB activation via ZBP1"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0.432520774977552	2.38636886419998	0	0	0.175564313646888	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0.432520774977552	2.38636886419998	0	0	0.175564313646888	400	0.214134989970149	1.86555775637975	0	0	0.0642535305187248
"RMTs methylate histone arginines"	1150	0.000300084305422798	0.000801598325043644	0	0	0.0000683279460479345	250	0.102224250566896	0.949190904969225	0	0	0.0376473087705316	1150	0.000300084305422798	0.000801598325043644	0	0	0.0000683279460479345	250	0.102224250566896	0.949190904969225	0	0	0.0376473087705316	250	0.268823803914923	1.87083329687864	0	0	0.091324841070984
"RNA Pol II CTD phosphorylation and interaction with CE"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.51192847268471	0	0	0.0988474708936614	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.51192847268471	0	0	0.0988474708936614	100	0.467709860732708	2.72348868909376	0	0	0.186782374621071
"RNA Polymerase I Chain Elongation"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.3437794312714	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.3437794312714	0	0	0.084107186375047	100	0.368730963013283	1.50761574934501	0	0	0.154194272757742
"RNA Polymerase II HIV Promoter Escape"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	100	0.368529831013287	2.11218292689783	0	0	0.154124713165116
"RNA Polymerase III Abortive And Retractive Initiation"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.219272168844488	1.53420120018951	0	0	0.0885031329980381	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.219272168844488	1.53420120018951	0	0	0.0885031329980381	250	0.276708302211239	2.32156144241769	0	0	0.0936502697948195
"RNA Polymerase III Chain Elongation"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.63936375504702	0	0	0.0988474708936614	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.63936375504702	0	0	0.0988474708936614	500	0.296648869945994	2.69138771851572	0	0	0.079323128725196
"RNA Polymerase III Transcription"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.219272168844488	1.53420120018951	0	0	0.0885031329980381	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.219272168844488	1.53420120018951	0	0	0.0885031329980381	250	0.276708302211239	2.32156144241769	0	0	0.0936502697948195
"RNA Polymerase III Transcription Initiation"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.230801979551465	1.61017889929677	0	0	0.0926413380729055	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.230801979551465	1.61017889929677	0	0	0.0926413380729055	250	0.301357420262617	2.7158908664373	0	0	0.100803062487786
"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.73376183949266	0	0	0.0988474708936614	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.73376183949266	0	0	0.0988474708936614	250	0.209988365395152	1.7082112968839	0	0	0.0733809126963445
"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.73693671620877	0	0	0.0988474708936614	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.73693671620877	0	0	0.0988474708936614	250	0.211302971385804	1.82788795942614	0	0	0.0737934868548866
"RNA Polymerase III Transcription Initiation From Type 3 Promoter"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.57130381987288	0	0	0.0988474708936614	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.57130381987288	0	0	0.0988474708936614	500	0.370059217094627	3.88918481027375	0	0	0.0955809870442754
"RNA Polymerase III Transcription Termination"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.58865691360694	0	0	0.0988474708936614	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.248346499126852	1.58865691360694	0	0	0.0988474708936614	500	0.214564872988921	2.08753129274919	0	0	0.0596735102088764
"RNA Polymerase II Pre_transcription Events"	350	0.0473467757768336	0.262411956109084	0	0	0.0161080316478316	150	0.14832383958378	1.10841632296696	0	0	0.061961320125414	350	0.0473467757768336	0.262411956109084	0	0	0.0161080316478316	150	0.14832383958378	1.10841632296696	0	0	0.061961320125414	100	0.269326515047999	2.10203264901548	0	0	0.11805310394729
"RNA Polymerase II Promoter Escape"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	100	0.368529831013287	2.11218292689783	0	0	0.154124713165116
"RNA polymerase II transcribes snRNA genes"	200	0.245876304164422	0.931761359247046	0	0	0.0902907066577304	100	0.248860220756543	1.6098355601339	0	0	0.110155524950121	200	0.245876304164422	0.931761359247046	0	0	0.0902907066577304	100	0.248860220756543	1.6098355601339	0	0	0.110155524950121	200	0.541987209142993	4.99231781482378	0	0	0.173310533470469
"RNA Polymerase II Transcription Elongation"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	100	0.347278462171478	3.24634616315245	0	0	0.146695731444027
"RNA Polymerase II Transcription Initiation"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	100	0.368529831013287	2.11218292689783	0	0	0.154124713165116
"RNA Polymerase II Transcription Initiation And Promoter Clearance"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	100	0.368529831013287	2.11218292689783	0	0	0.154124713165116
"RNA Polymerase II Transcription Pre_Initiation And Promoter Opening"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.39584403504634	0	0	0.084107186375047	100	0.368529831013287	2.11218292689783	0	0	0.154124713165116
"RNA Polymerase II Transcription Termination"	100	0	0	0	0	0	100	0.080836676446158	0.630890715102622	0	0	0.0300858208008926	100	0	0	0	0	0	250	0.080836676446158	0.630890715102622	0	0	0.0300858208008926	100	0.546132117656936	2.46752831789696	0	0	0.210407147166335
"RNA Polymerase I Promoter Clearance"	450	0.0563098633968081	0.313930701575832	0	0	0.0175418735224042	150	0.155924595202395	1.23586094679641	0	0	0.0648956632221465	450	0.0563098633968081	0.313930701575832	0	0	0.0175418735224042	150	0.155924595202395	1.23586094679641	0	0	0.0648956632221465	200	0.426168685228369	2.73385929253402	0	0	0.143729546165737
"RNA Polymerase I Promoter Escape"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.47165403070957	0	0	0.0988474708936614	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.47165403070957	0	0	0.0988474708936614	1450	0.00174170763967047	0.00311327566534717	0	0	0.000361945259724668
"RNA Polymerase I Promoter Opening"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1050	0.00703317486586234	0.0135810383279075	0	0	0.00143823597888358	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1500	0.00703317486586234	0.0135810383279075	0	0	0.00143823597888358	100	0.513630251558616	2.54147492526274	0	0	0.200840209549507
"RNA Polymerase I Transcription"	450	0.0563098633968081	0.309827448157354	0	0	0.0175418735224042	150	0.153816747017927	1.22396413892871	0	0	0.064084142308812	450	0.0563098633968081	0.309827448157354	0	0	0.0175418735224042	150	0.153816747017927	1.22396413892871	0	0	0.064084142308812	200	0.414959517621491	2.69823336285267	0	0	0.140680589282616
"RNA Polymerase I Transcription Initiation"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.36293011609191	0	0	0.084107186375047	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.207168130023784	1.36293011609191	0	0	0.084107186375047	200	0.289334866440333	2.09062378300848	0	0	0.104066423771808
"RNA Polymerase I Transcription Termination"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.47165403070957	0	0	0.0988474708936614	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.248346499126852	1.47165403070957	0	0	0.0988474708936614	1450	0.00174170763967047	0.00311327566534717	0	0	0.000361945259724668
"Role of phospholipids in phagocytosis"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	0.0563098633968081	0.523900806121554	0	0	0.0175418735224042	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	800	0.0501842618712656	0.523900806121554	0	0	0.0127848416780313	150	0.354233001726613	3.39433955480486	0	0	0.134077644366672
"RORA activates gene expression"	1500	0.000016623010188008	0.000016623010188008	0	0	0.00000341123103559663	150	0.243259521592432	1.43093206985441	0	0	0.0970592169864852	1500	0.000016623010188008	0.000016623010188008	0	0	0.00000341123103559663	150	0.243259521592432	1.43093206985441	0	0	0.0970592169864852	250	0.207473504489137	1.17819820813797	0	0	0.0725901393427106
"ROS RNS production in response to bacteria"	200	0.24503830170781	0.931823629570427	0	0	0.0900191447400032	100	0.432520774977552	1.83051488753955	0	0	0.175564313646888	200	0.24503830170781	0.931823629570427	0	0	0.0900191447400032	100	0.432520774977552	1.83051488753955	0	0	0.175564313646888	150	0.332894925248491	2.41777320408973	0	0	0.127275037726094
"rRNA modification in the nucleus"	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	800	0.033613511446293	0.428388908847435	0	0	0.00863405604004147	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	800	0.033613511446293	0.428388908847435	0	0	0.00863405604004147	100	0.319981629796881	1.93570453514311	0	0	0.136918811649239
"S33 mutants of beta_catenin aren t phosphorylated"	100	0	0	0	0	0	100	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0	0	0	0	0	750	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0.546132117656936	2.66435426948418	0	0	0.210407147166335
"S37 mutants of beta_catenin aren t phosphorylated"	100	0	0	0	0	0	100	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0	0	0	0	0	750	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0.546132117656936	2.66435426948418	0	0	0.210407147166335
"S45 mutants of beta_catenin aren t phosphorylated"	100	0	0	0	0	0	100	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0	0	0	0	0	750	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0.546132117656936	2.66435426948418	0	0	0.210407147166335
"SALM protein interactions at the synapse"	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0	0	0	0	0	1250	0.00446873596024185	0.015025891589262	0	0	0.000983074122853068
"Scavenging by Class A Receptors"	100	0	0	0	0	0	100	0.442221180721719	2.08200205463293	0	0	0.178696256325967	100	0	0	0	0	0	100	0.442221180721719	2.08200205463293	0	0	0.178696256325967	100	0.67320752603262	4.23494935336711	0	0	0.24496505566195
"Scavenging of heme from plasma"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	100	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	100	0	0	0	0	0	150	0.52135485716082	3.15409745012357	0	0	0.182620669120347
"SCF_beta_TrCP mediated degradation of Emi1"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.553286313067297	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.553286313067297	0	0	0.0127848416780313	100	0.552209655930559	4.68987894989198	0	0	0.212161821362454
"SCFSkp2_mediated degradation of p27slashp21"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0478846736446742	0.553797568944476	0	0	0.0122129228569631	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0478846736446742	0.553797568944476	0	0	0.0122129228569631	100	0.546132117656936	3.14113327287577	0	0	0.210407147166335
"Selenocysteine synthesis"	900	0.001114740705552	0.00542213696123938	0	0	0.000278529903234709	100	0.001114740705552	0.00542213696123938	0	0	0.000278529903234709	900	0.001114740705552	0.00542213696123938	0	0	0.000278529903234709	100	0	0	0	0	0	1500	2.5988022326542	37.0484322817946	0.931034482758621	100	0.189952918008635
"Sema3A PAK dependent Axon repulsion"	300	0.158671709160566	0.509849949159847	0	0	0.053704551819771	250	0.158671709160566	0.970389021258986	0	0	0.053704551819771	300	0.158671709160566	0.509849949159847	0	0	0.053704551819771	250	0.111642730528153	0.970389021258986	0	0	0.040926225851692	550	0.338474102338166	2.40895789118763	0	0	0.0858370450574183
"Sema4D induced cell migration and growth_cone collapse"	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	100	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	100	0	0	0	0	0	1250	0.00446873596024185	0.015025891589262	0	0	0.000983074122853068
"Sema4D in semaphorin signaling"	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	100	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	100	0	0	0	0	0	1250	0.00446873596024185	0.015025891589262	0	0	0.000983074122853068
"Semaphorin interactions"	300	0.0954545062884462	0.395342259300135	0	0	0.0333230579327959	150	0.182540595326144	1.12132592357456	0	0	0.0749969944567785	300	0.0954545062884462	0.395342259300135	0	0	0.0333230579327959	150	0.182540595326144	1.12132592357456	0	0	0.0749969944567785	550	0.0768026856311109	0.417451957777661	0	0	0.0220995046198231
"Senescence_Associated Secretory Phenotype SASP"	650	0.0142975254519719	0.0494614491391718	0	0	0.003999369542925	100	0.432520774977552	2.3813444341442	0	0	0.175564313646888	650	0.0142975254519719	0.0494614491391718	0	0	0.003999369542925	100	0.432520774977552	2.3813444341442	0	0	0.175564313646888	100	1.11951450655719	4.98294103422134	0.0344827586206897	100	0.336780880108609
"Serotonin Neurotransmitter Release Cycle"	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0	0	0	0	0	800	0.105323746980697	0.535426595733821	0	0	0.0261117436286142
"SHC1 events in ERBB2 signaling"	100	0	0	0	0	0	100	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0
"SHC_mediated cascade:FGFR1"	100	0	0	0	0	0	100	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0
"SHC_mediated cascade:FGFR2"	100	0	0	0	0	0	100	0.0501842618712656	0.485438121527177	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.485438121527177	0	0	0.0127848416780313	100	0	0	0	0	0
"SHC_mediated cascade:FGFR3"	100	0	0	0	0	0	100	0.0501842618712656	0.496564411417909	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.496564411417909	0	0	0.0127848416780313	100	0	0	0	0	0
"SHC_mediated cascade:FGFR4"	100	0	0	0	0	0	100	0.0501842618712656	0.473329433637547	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.473329433637547	0	0	0.0127848416780313	100	0	0	0	0	0
"Sialic acid metabolism"	100	0.604736065499167	5.98818269406585	0	0	0.226890713228622	100	0.604736065499167	5.98818269406585	0	0	0.226890713228622	100	0.604736065499167	5.98818269406585	0	0	0.226890713228622	800	0.0415809701379728	0.414024925311393	0	0	0.0106384002711124	1200	0.00637144137933346	0.0213973329685954	0	0	0.00142272451079191
"Signal amplification"	400	0.0585353138167231	0.318186533343167	0	0	0.0189516887452521	100	0.432520774977552	1.84733750771842	0	0	0.175564313646888	400	0.0585353138167231	0.318186533343167	0	0	0.0189516887452521	100	0.432520774977552	1.84733750771842	0	0	0.175564313646888	100	0	0	0	0	0
"Signaling by BMP"	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	200	0.201499679533971	1.47115662041099	0	0	0.0755923847426101	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	200	0.201499679533971	1.47115662041099	0	0	0.0755923847426101	1500	0.0013715680256767	0.0013715680256767	0	0	0.000281270786037772
"Signaling by cytosolic FGFR1 fusion mutants"	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	800	0.0478846736446742	0.594975204492424	0	0	0.0122129228569631	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	800	0.0478846736446742	0.594975204492424	0	0	0.0122129228569631	550	0.0953016314024253	0.550856094787134	0	0	0.0271735936493787
"Signaling by EGFR in Cancer"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0478846736446742	0.479419519952368	0	0	0.0122129228569631	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0478846736446742	0.479419519952368	0	0	0.0122129228569631	100	0.975458182637225	7.9700347870065	0.0344827586206897	100	0.31149021491897
"Signaling by EGFRvIII in Cancer"	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	550	0.0981332457547222	0.60369709025022	0	0	0.0279420289174478
"Signaling by ERBB2"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.40234106820667	1.70803805777164	0	0	0.165623691733435	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.40234106820667	1.70803805777164	0	0	0.165623691733435	600	0.869069371065149	8.3375022698814	0.137931034482759	100	0.168331673418113
"Signaling by FGFR1 in disease"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.603559373680075	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.603559373680075	0	0	0.0127848416780313	150	0.301323237908186	1.8036393700568	0	0	0.11693988516679
"Signaling by FGFR2 IIIa TM"	100	0	0	0	0	0	100	0.248346499126852	1.54115146271699	0	0	0.0988474708936614	100	0	0	0	0	0	150	0.248346499126852	1.54115146271699	0	0	0.0988474708936614	100	0.53357665058821	3.48803116540099	0	0	0.2067482521367
"Signaling by FGFR2 in disease"	100	0	0	0	0	0	100	0.230801979551465	1.4587494633425	0	0	0.0926413380729055	100	0	0	0	0	0	150	0.230801979551465	1.4587494633425	0	0	0.0926413380729055	100	0.424952190509967	2.934781686035	0	0	0.173099478861469
"Signaling by FGFR3 in disease"	100	0	0	0	0	0	100	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	550	0.104805678907318	0.610369523402816	0	0	0.0297441928696598
"Signaling by FGFR3 point mutants in cancer"	100	0	0	0	0	0	100	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.502992384922098	0	0	0.0127848416780313	550	0.104805678907318	0.610369523402816	0	0	0.0297441928696598
"Signaling by FGFR in disease"	650	0.0247051949428039	0.0715091891505013	0	0	0.00687489849669391	150	0.178954313919034	1.28536283368135	0	0	0.0736515469416837	650	0.0247051949428039	0.0715091891505013	0	0	0.00687489849669391	150	0.178954313919034	1.28536283368135	0	0	0.0736515469416837	150	0.362187432451618	2.69162912220794	0	0	0.136576615928835
"Signaling by Hippo"	250	0.185891243252413	1.00904924570842	0	0	0.0657214173351179	250	0.185891243252413	1.00904924570842	0	0	0.0657214173351179	250	0.185891243252413	1.00904924570842	0	0	0.0657214173351179	800	0.0501842618712656	0.579651427180671	0	0	0.0127848416780313	100	0.544013597529043	6.26818920398433	0	0	0.209792988554724
"Signaling by Ligand_Responsive EGFR Variants in Cancer"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0478846736446742	0.479419519952368	0	0	0.0122129228569631	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0478846736446742	0.479419519952368	0	0	0.0122129228569631	100	0.975458182637225	7.9700347870065	0.0344827586206897	100	0.31149021491897
"Signaling by NODAL"	150	0.391243966280447	1.76901921961738	0	0	0.145537963452742	150	0.391243966280447	1.76901921961738	0	0	0.145537963452742	150	0.391243966280447	1.76901921961738	0	0	0.145537963452742	150	0.248346499126852	1.47340211978738	0	0	0.0988474708936614	100	0	0	0	0	0
"Signaling by NOTCH1"	250	0.185891243252413	0.836209976023869	0	0	0.0657214173351179	200	0.330654448409716	2.17966364101215	0	0	0.116620424773217	250	0.185891243252413	0.836209976023869	0	0	0.0657214173351179	200	0.330654448409716	2.17966364101215	0	0	0.116620424773217	100	1.11191933311082	8.99315274145471	0.0689655172413793	100	0.335536482858884
"Signaling by NOTCH1 HD Domain Mutants in Cancer"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	150	0.248346499126852	1.39048924808268	0	0	0.0988474708936614	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	150	0.248346499126852	1.39048924808268	0	0	0.0988474708936614	100	1.11191933311082	8.43526607338977	0.0344827586206897	100	0.335536482858884
"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	150	0.637073116055647	6.18177818912476	0	0	0.2117824823493
"Signaling by NOTCH1 in Cancer"	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	150	0.637073116055647	6.18177818912476	0	0	0.2117824823493
"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	250	0.124983860911957	0.48559171074824	0	0	0.0455182236754896	200	0.265550300954061	1.81593333184661	0	0	0.0966012832002788	150	0.637073116055647	6.18177818912476	0	0	0.2117824823493
"Signaling by NOTCH2"	250	0.176703950006092	0.680500916131763	0	0	0.0627522054108728	200	0.235863777411574	1.47448883089262	0	0	0.087031129327606	250	0.176703950006092	0.680500916131763	0	0	0.0627522054108728	200	0.235863777411574	1.47448883089262	0	0	0.087031129327606	100	0.773486799851764	8.35883743341613	0.103448275862069	100	0.269299277125629
"Signaling by PTK6"	350	0.0686714670204343	0.340320100458656	0	0	0.0231175900900119	150	0.192252277835408	1.31056289568927	0	0	0.0786163456884365	350	0.0686714670204343	0.340320100458656	0	0	0.0231175900900119	150	0.192252277835408	1.31056289568927	0	0	0.0786163456884365	150	0.688952181969357	4.3846134503653	0	0	0.223800086673106
"Signaling by Retinoic Acid"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	150	0.235569880001177	1.12224030497605	0	0	0.0943387060858432	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	150	0.235569880001177	1.12224030497605	0	0	0.0943387060858432	400	0.15765886893284	1.53702963013077	0	0	0.0486196312190428
"Signaling by Robo receptor"	1100	0.000387562212356834	0.00118916053740048	0	0	0.0000897662267727572	750	0.11429611059295	1.17034703289427	0	0	0.0288893817506197	1100	0.000387562212356834	0.00118916053740048	0	0	0.0000897662267727572	750	0.11429611059295	1.17034703289427	0	0	0.0288893817506197	200	0.245485898380792	1.92334827883708	0	0	0.0901642206125742
"Signaling by TGF_beta Receptor Complex"	500	0.0379605494643854	0.191956361843143	0	0	0.01151059837972	200	0.284953620597449	2.11649238447645	0	0	0.102704611872134	500	0.0379605494643854	0.191956361843143	0	0	0.01151059837972	200	0.284953620597449	2.11649238447645	0	0	0.102704611872134	100	1.11191933311082	8.48151175794283	0.0344827586206897	100	0.335536482858884
"Signaling by WNT in cancer"	1450	0.0000269310945611556	0.0000435541047491637	0	0	0.00000560136592783792	150	0.248346499126852	1.61799832599704	0	0	0.0988474708936614	1450	0.0000269310945611556	0.0000435541047491637	0	0	0.00000560136592783792	150	0.248346499126852	1.61799832599704	0	0	0.0988474708936614	100	0.499862718043289	2.64366742199181	0	0	0.196693034427947
"Signal transduction by L1"	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	250	0.111642730528153	1.01554303568715	0	0	0.040926225851692	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	250	0.111642730528153	1.01554303568715	0	0	0.040926225851692	1350	0.00222802400934327	0.00721341360553806	0	0	0.000476130102547075
"SIRT1 negatively regulates rRNA Expression"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1050	0.0174186896981015	0.0616650116123216	0	0	0.00380723894798182	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1250	0.0174186896981015	0.0616650116123216	0	0	0.00380723894798182	100	0.488160563121803	2.43364219487525	0	0	0.193122840589254
